,comm,comm-media,inoculumn,inoculumn_sample,is_inoculumn,media,mesocosm,parent_media,parent_subjects,passage,sample,type_mesocosm,redo,counts,mesocosm-passage
430,C8,C8-mBHI,AA-AE-mGAM,C2-e003Coalescence-Inoculumn-mGAM,False,mBHI,C8-AA-AE-mGAM-mBHI,mGAM,AA-AE,5,C8-e003Coalescence-mBHI-p5,AA-AE-mGAM-mBHI,False,1,C8-AA-AE-mGAM-mBHI5
431,B8,B8-mGAM,AA-AC/PP-mGAM,B2-e003Coalescence-Inoculumn-mGAM,False,mGAM,B8-AA-AC/PP-mGAM-mGAM,mGAM,AA-AC/PP,7,B8-e003Coalescence-mGAM-p7,AA-AC/PP-mGAM-mGAM,False,1,B8-AA-AC/PP-mGAM-mGAM7
432,B8,B8-mBHI,AA-AC/PP-mGAM,B2-e003Coalescence-Inoculumn-mGAM,False,mBHI,B8-AA-AC/PP-mGAM-mBHI,mGAM,AA-AC/PP,7,B8-e003Coalescence-mBHI-p7,AA-AC/PP-mGAM-mBHI,False,1,B8-AA-AC/PP-mGAM-mBHI7
433,B11,B11-mBHI,AC/PP-AF-mGAM,B5-e003Coalescence-Inoculumn-mGAM,False,mBHI,B11-AC/PP-AF-mGAM-mBHI,mGAM,AC/PP-AF,3,B11-e003Coalescence-mBHI-p3,AC/PP-AF-mGAM-mBHI,False,1,B11-AC/PP-AF-mGAM-mBHI3
434,C4,C4-mBHI,AE-AE-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo,False,mBHI,C4-AE-AE-mBHI-mBHI,mBHI,AE-AE,5,C4-e003Coalescence-mBHI-p5,AE-AE-mBHI-mBHI,False,1,C4-AE-AE-mBHI-mBHI5
435,A11,A11-mBHI,AA-AF-mGAM,A5-e003Coalescence-Inoculumn-mGAM,False,mBHI,A11-AA-AF-mGAM-mBHI,mGAM,AA-AF,3,A11-e003Coalescence-mBHI-p3,AA-AF-mGAM-mBHI,False,1,A11-AA-AF-mGAM-mBHI3
436,B2,B2-mBHI,AA-AC/PP-mBHI,B2-e003Coalescence-Inoculumn-mBHI,False,mBHI,B2-AA-AC/PP-mBHI-mBHI,mBHI,AA-AC/PP,7,B2-e003Coalescence-mBHI-p7,AA-AC/PP-mBHI-mBHI,False,1,B2-AA-AC/PP-mBHI-mBHI7
437,B4,B4-mBHI,AC/PP-AE-mBHI,B4-e003Coalescence-Inoculumn-mBHI,False,mBHI,B4-AC/PP-AE-mBHI-mBHI,mBHI,AC/PP-AE,3,B4-e003Coalescence-mBHI-p3,AC/PP-AE-mBHI-mBHI,False,1,B4-AC/PP-AE-mBHI-mBHI3
438,C2,C2-mBHI,AA-AE-mBHI,C2-e003Coalescence-mBHI-inoculumn-redo,False,mBHI,C2-AA-AE-mBHI-mBHI,mBHI,AA-AE,7,C2-e003Coalescence-mBHI-p7,AA-AE-mBHI-mBHI,False,1,C2-AA-AE-mBHI-mBHI7
439,A9,A9-mGAM,AA-AC/PP-mGAM,A3-e003Coalescence-Inoculumn-mGAM,False,mGAM,A9-AA-AC/PP-mGAM-mGAM,mGAM,AA-AC/PP,5,A9-e003Coalescence-mGAM-p5,AA-AC/PP-mGAM-mGAM,False,1,A9-AA-AC/PP-mGAM-mGAM5
440,C10,C10-mGAM,AE-AE-mGAM,C4-e003Coalescence-Inoculumn-mGAM,False,mGAM,C10-AE-AE-mGAM-mGAM,mGAM,AE-AE,7,C10-e003Coalescence-mGAM-p7,AE-AE-mGAM-mGAM,False,1,C10-AE-AE-mGAM-mGAM7
441,A11,A11-mGAM,AA-AF-mGAM,A5-e003Coalescence-Inoculumn-mGAM,False,mGAM,A11-AA-AF-mGAM-mGAM,mGAM,AA-AF,3,A11-e003Coalescence-mGAM-p3,AA-AF-mGAM-mGAM,False,1,A11-AA-AF-mGAM-mGAM3
442,C10,C10-mBHI,AE-AE-mGAM,C4-e003Coalescence-Inoculumn-mGAM,False,mBHI,C10-AE-AE-mGAM-mBHI,mGAM,AE-AE,3,C10-e003Coalescence-mBHI-p3,AE-AE-mGAM-mBHI,False,1,C10-AE-AE-mGAM-mBHI3
443,D2,D2-mBHI,AA-AF-mBHI,D2-e003Coalescence-Inoculumn-mBHI,False,mBHI,D2-AA-AF-mBHI-mBHI,mBHI,AA-AF,3,D2-e003Coalescence-mBHI-p3,AA-AF-mBHI-mBHI,False,1,D2-AA-AF-mBHI-mBHI3
444,H5,H5-mBHI,AF-AF-mBHI,D5-e003Coalescence-Inoculumn-mBHI,False,mBHI,H5-AF-AF-mBHI-mBHI,mBHI,AF-AF,5,H5-e003Coalescence-mBHI-p5_S40,AF-AF-mBHI-mBHI,False,1,H5-AF-AF-mBHI-mBHI5
445,E2,E2-mGAM,AA-AA-mBHI,A2-e003Coalescence-mBHI-inoculumn-redo,False,mGAM,E2-AA-AA-mBHI-mGAM,mBHI,AA-AA,7,E2-e003Coalescence-mGAM-p7_S145,AA-AA-mBHI-mGAM,False,1,E2-AA-AA-mBHI-mGAM7
446,G5,G5-mBHI,AE-AF-mBHI,C5-e003Coalescence-mBHI-inoculumn-redo,False,mBHI,G5-AE-AF-mBHI-mBHI,mBHI,AE-AF,7,G5-e003Coalescence-mBHI-p7_S124,AE-AF-mBHI-mBHI,False,1,G5-AE-AF-mBHI-mBHI7
447,H11,H11-mGAM,AF-AF-mGAM,D5-e003Coalescence-Inoculumn-mGAM,False,mGAM,H11-AF-AF-mGAM-mGAM,mGAM,AF-AF,7,H111-e003Coalescence-mGAM-p7_S188,AF-AF-mGAM-mGAM,False,1,H11-AF-AF-mGAM-mGAM7
448,H4,H4-mGAM,AE-AF-mBHI,D4-e003Coalescence-Inoculumn-mBHI,False,mGAM,H4-AE-AF-mBHI-mGAM,mBHI,AE-AF,7,H4-e003Coalescence-mGAM-p7_S183,AE-AF-mBHI-mGAM,False,1,H4-AE-AF-mBHI-mGAM7
449,F5,F5-mGAM,AC/PP-AF-mBHI,B5-e003Coalescence-Inoculumn-mBHI,False,mGAM,F5-AC/PP-AF-mBHI-mGAM,mBHI,AC/PP-AF,5,F5-e003Coalescence-mGAM-p5_S64,AC/PP-AF-mBHI-mGAM,False,1,F5-AC/PP-AF-mBHI-mGAM5
450,F5,F5-mGAM,AC/PP-AF-mBHI,B5-e003Coalescence-Inoculumn-mBHI,False,mGAM,F5-AC/PP-AF-mBHI-mGAM,mBHI,AC/PP-AF,7,F5-e003Coalescence-mGAM-p7_S160,AC/PP-AF-mBHI-mGAM,False,1,F5-AC/PP-AF-mBHI-mGAM7
451,F8,F8-mBHI,AA-AC/PP-mGAM,B2-e003Coalescence-Inoculumn-mGAM,False,mBHI,F8-AA-AC/PP-mGAM-mBHI,mGAM,AA-AC/PP,3,F8-e003Coalescence-mBHI-p3_S117,AA-AC/PP-mGAM-mBHI,False,1,F8-AA-AC/PP-mGAM-mBHI3
452,H3,H3-mBHI,AC/PP-AF-mBHI,D3-e003Coalescence-Inoculumn-mBHI,False,mBHI,H3-AC/PP-AF-mBHI-mBHI,mBHI,AC/PP-AF,3,H3-e003Coalescence-mBHI-p3_S46,AC/PP-AF-mBHI-mBHI,False,1,H3-AC/PP-AF-mBHI-mBHI3
453,H2,H2-mBHI,AA-AF-mBHI,D2-e003Coalescence-Inoculumn-mBHI,False,mBHI,H2-AA-AF-mBHI-mBHI,mBHI,AA-AF,7,H2-e003Coalescence-mBHI-p7_S133,AA-AF-mBHI-mBHI,False,1,H2-AA-AF-mBHI-mBHI7
454,E5,E5-mBHI,AA-AF-mBHI,A5-e003Coalescence-Inoculumn-mBHI,False,mBHI,E5-AA-AF-mBHI-mBHI,mBHI,AA-AF,3,E5-e003Coalescence-mBHI-p3_S12,AA-AF-mBHI-mBHI,False,1,E5-AA-AF-mBHI-mBHI3
455,F10,F10-mGAM,AC/PP-AE-mGAM,B4-e003Coalescence-Inoculumn-mGAM,False,mGAM,F10-AC/PP-AE-mGAM-mGAM,mGAM,AC/PP-AE,7,F100-e003Coalescence-mGAM-p7_S163,AC/PP-AE-mGAM-mGAM,False,1,F10-AC/PP-AE-mGAM-mGAM7
456,F9,F9-mBHI,AC/PP-AC/PP-mGAM,B3-e003Coalescence-Inoculumn-mGAM,False,mBHI,F9-AC/PP-AC/PP-mGAM-mBHI,mGAM,AC/PP-AC/PP,5,F9-e003Coalescence-mBHI-p5_S18,AC/PP-AC/PP-mGAM-mBHI,False,1,F9-AC/PP-AC/PP-mGAM-mBHI5
457,H3,H3-mBHI,AC/PP-AF-mBHI,D3-e003Coalescence-Inoculumn-mBHI,False,mBHI,H3-AC/PP-AF-mBHI-mBHI,mBHI,AC/PP-AF,7,H3-e003Coalescence-mBHI-p7_S134,AC/PP-AF-mBHI-mBHI,False,1,H3-AC/PP-AF-mBHI-mBHI7
458,E3,E3-mGAM,AA-AC/PP-mBHI,A3-e003Coalescence-mBHI-inoculumn-redo,False,mGAM,E3-AA-AC/PP-mBHI-mGAM,mBHI,AA-AC/PP,3,E3-e003Coalescence-mGAM-p3_S58,AA-AC/PP-mBHI-mGAM,False,1,E3-AA-AC/PP-mBHI-mGAM3
459,G4,G4-mBHI,AE-AE-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo,False,mBHI,G4-AE-AE-mBHI-mBHI,mBHI,AE-AE,5,G4-e003Coalescence-mBHI-p5_S27,AE-AE-mBHI-mBHI,False,1,G4-AE-AE-mBHI-mBHI5
460,E8,E8-mBHI,AA-AA-mGAM,A2-e003Coalescence-Inoculumn-mGAM,False,mBHI,E8-AA-AA-mGAM-mBHI,mGAM,AA-AA,5,E8-e003Coalescence-mBHI-p5_S5,AA-AA-mGAM-mBHI,False,1,E8-AA-AA-mGAM-mBHI5
461,G2,G2-mBHI,AA-AE-mBHI,C2-e003Coalescence-mBHI-inoculumn-redo,False,mBHI,G2-AA-AE-mBHI-mBHI,mBHI,AA-AE,3,G2-e003Coalescence-mBHI-p3_S33,AA-AE-mBHI-mBHI,False,1,G2-AA-AE-mBHI-mBHI3
462,E9,E9-mBHI,AA-AC/PP-mGAM,A3-e003Coalescence-Inoculumn-mGAM,False,mBHI,E9-AA-AC/PP-mGAM-mBHI,mGAM,AA-AC/PP,5,E9-e003Coalescence-mBHI-p5_S6,AA-AC/PP-mGAM-mBHI,False,1,E9-AA-AC/PP-mGAM-mBHI5
463,H11,H11-mBHI,AF-AF-mGAM,D5-e003Coalescence-Inoculumn-mGAM,False,mBHI,H11-AF-AF-mGAM-mBHI,mGAM,AF-AF,3,H111-e003Coalescence-mBHI-p3_S144,AF-AF-mGAM-mBHI,False,1,H11-AF-AF-mGAM-mBHI3
464,G11,G11-mGAM,AE-AF-mGAM,C5-e003Coalescence-Inoculumn-mGAM,False,mGAM,G11-AE-AF-mGAM-mGAM,mGAM,AE-AF,5,G111-e003Coalescence-mGAM-p5_S80,AE-AF-mGAM-mGAM,False,1,G11-AE-AF-mGAM-mGAM5
465,G10,G10-mGAM,AE-AE-mGAM,C4-e003Coalescence-Inoculumn-mGAM,False,mGAM,G10-AE-AE-mGAM-mGAM,mGAM,AE-AE,3,G100-e003Coalescence-mGAM-p3_S179,AE-AE-mGAM-mGAM,False,1,G10-AE-AE-mGAM-mGAM3
466,F11,F11-mGAM,AC/PP-AF-mGAM,B5-e003Coalescence-Inoculumn-mGAM,False,mGAM,F11-AC/PP-AF-mGAM-mGAM,mGAM,AC/PP-AF,5,F111-e003Coalescence-mGAM-p5_S68,AC/PP-AF-mGAM-mGAM,False,1,F11-AC/PP-AF-mGAM-mGAM5
467,G11,G11-mBHI,AE-AF-mGAM,C5-e003Coalescence-Inoculumn-mGAM,False,mBHI,G11-AE-AF-mGAM-mBHI,mGAM,AE-AF,5,G111-e003Coalescence-mBHI-p5_S32,AE-AF-mGAM-mBHI,False,1,G11-AE-AF-mGAM-mBHI5
468,G5,G5-mBHI,AE-AF-mBHI,C5-e003Coalescence-mBHI-inoculumn-redo,False,mBHI,G5-AE-AF-mBHI-mBHI,mBHI,AE-AF,3,G5-e003Coalescence-mBHI-p3_S36,AE-AF-mBHI-mBHI,False,1,G5-AE-AF-mBHI-mBHI3
469,H2,H2-mGAM,AA-AF-mBHI,D2-e003Coalescence-Inoculumn-mBHI,False,mGAM,H2-AA-AF-mBHI-mGAM,mBHI,AA-AF,7,H2-e003Coalescence-mGAM-p7_S181,AA-AF-mBHI-mGAM,False,1,H2-AA-AF-mBHI-mGAM7
470,H9,H9-mGAM,AC/PP-AF-mGAM,D3-e003Coalescence-Inoculumn-mGAM,False,mGAM,H9-AC/PP-AF-mGAM-mGAM,mGAM,AC/PP-AF,3,H9-e003Coalescence-mGAM-p3_S190,AC/PP-AF-mGAM-mGAM,False,1,H9-AC/PP-AF-mGAM-mGAM3
471,F2,F2-mBHI,AA-AC/PP-mBHI,B2-e003Coalescence-Inoculumn-mBHI,False,mBHI,F2-AA-AC/PP-mBHI-mBHI,mBHI,AA-AC/PP,7,F2-e003Coalescence-mBHI-p7_S109,AA-AC/PP-mBHI-mBHI,False,1,F2-AA-AC/PP-mBHI-mBHI7
472,E3,E3-mBHI,AA-AC/PP-mBHI,A3-e003Coalescence-mBHI-inoculumn-redo,False,mBHI,E3-AA-AC/PP-mBHI-mBHI,mBHI,AA-AC/PP,3,E3-e003Coalescence-mBHI-p3_S10,AA-AC/PP-mBHI-mBHI,False,1,E3-AA-AC/PP-mBHI-mBHI3
473,H2,H2-mGAM,AA-AF-mBHI,D2-e003Coalescence-Inoculumn-mBHI,False,mGAM,H2-AA-AF-mBHI-mGAM,mBHI,AA-AF,5,H2-e003Coalescence-mGAM-p5_S85,AA-AF-mBHI-mGAM,False,1,H2-AA-AF-mBHI-mGAM5
474,G8,G8-mGAM,AA-AE-mGAM,C2-e003Coalescence-Inoculumn-mGAM,False,mGAM,G8-AA-AE-mGAM-mGAM,mGAM,AA-AE,3,G8-e003Coalescence-mGAM-p3_S177,AA-AE-mGAM-mGAM,False,1,G8-AA-AE-mGAM-mGAM3
475,F2,F2-mGAM,AA-AC/PP-mBHI,B2-e003Coalescence-Inoculumn-mBHI,False,mGAM,F2-AA-AC/PP-mBHI-mGAM,mBHI,AA-AC/PP,7,F2-e003Coalescence-mGAM-p7_S157,AA-AC/PP-mBHI-mGAM,False,1,F2-AA-AC/PP-mBHI-mGAM7
476,H3,H3-mGAM,AC/PP-AF-mBHI,D3-e003Coalescence-Inoculumn-mBHI,False,mGAM,H3-AC/PP-AF-mBHI-mGAM,mBHI,AC/PP-AF,3,H3-e003Coalescence-mGAM-p3_S94,AC/PP-AF-mBHI-mGAM,False,1,H3-AC/PP-AF-mBHI-mGAM3
477,H4,H4-mGAM,AE-AF-mBHI,D4-e003Coalescence-Inoculumn-mBHI,False,mGAM,H4-AE-AF-mBHI-mGAM,mBHI,AE-AF,3,H4-e003Coalescence-mGAM-p3_S95,AE-AF-mBHI-mGAM,False,1,H4-AE-AF-mBHI-mGAM3
478,E5,E5-mBHI,AA-AF-mBHI,A5-e003Coalescence-Inoculumn-mBHI,False,mBHI,E5-AA-AF-mBHI-mBHI,mBHI,AA-AF,7,E5-e003Coalescence-mBHI-p7_S100,AA-AF-mBHI-mBHI,False,1,E5-AA-AF-mBHI-mBHI7
479,G11,G11-mBHI,AE-AF-mGAM,C5-e003Coalescence-Inoculumn-mGAM,False,mBHI,G11-AE-AF-mGAM-mBHI,mGAM,AE-AF,3,G111-e003Coalescence-mBHI-p3_S132,AE-AF-mGAM-mBHI,False,1,G11-AE-AF-mGAM-mBHI3
480,F3,F3-mGAM,AC/PP-AC/PP-mBHI,B3-e003Coalescence-Inoculumn-mBHI,False,mGAM,F3-AC/PP-AC/PP-mBHI-mGAM,mBHI,AC/PP-AC/PP,3,F3-e003Coalescence-mGAM-p3_S70,AC/PP-AC/PP-mBHI-mGAM,False,1,F3-AC/PP-AC/PP-mBHI-mGAM3
481,E10,E10-mBHI,AA-AE-mGAM,A4-e003Coalescence-Inoculumn-mGAM,False,mBHI,E10-AA-AE-mGAM-mBHI,mGAM,AA-AE,7,E100-e003Coalescence-mBHI-p7_S103,AA-AE-mGAM-mBHI,False,1,E10-AA-AE-mGAM-mBHI7
482,F9,F9-mGAM,AC/PP-AC/PP-mGAM,B3-e003Coalescence-Inoculumn-mGAM,False,mGAM,F9-AC/PP-AC/PP-mGAM-mGAM,mGAM,AC/PP-AC/PP,5,F9-e003Coalescence-mGAM-p5_S66,AC/PP-AC/PP-mGAM-mGAM,False,1,F9-AC/PP-AC/PP-mGAM-mGAM5
483,G11,G11-mGAM,AE-AF-mGAM,C5-e003Coalescence-Inoculumn-mGAM,False,mGAM,G11-AE-AF-mGAM-mGAM,mGAM,AE-AF,7,G111-e003Coalescence-mGAM-p7_S176,AE-AF-mGAM-mGAM,False,1,G11-AE-AF-mGAM-mGAM7
484,H10,H10-mGAM,AE-AF-mGAM,D4-e003Coalescence-Inoculumn-mGAM,False,mGAM,H10-AE-AF-mGAM-mGAM,mGAM,AE-AF,7,H100-e003Coalescence-mGAM-p7_S187,AE-AF-mGAM-mGAM,False,1,H10-AE-AF-mGAM-mGAM7
485,E10,E10-mGAM,AA-AE-mGAM,A4-e003Coalescence-Inoculumn-mGAM,False,mGAM,E10-AA-AE-mGAM-mGAM,mGAM,AA-AE,3,E100-e003Coalescence-mGAM-p3_S155,AA-AE-mGAM-mGAM,False,1,E10-AA-AE-mGAM-mGAM3
486,E3,E3-mGAM,AA-AC/PP-mBHI,A3-e003Coalescence-mBHI-inoculumn-redo,False,mGAM,E3-AA-AC/PP-mBHI-mGAM,mBHI,AA-AC/PP,5,E3-e003Coalescence-mGAM-p5_S50,AA-AC/PP-mBHI-mGAM,False,1,E3-AA-AC/PP-mBHI-mGAM5
487,F5,F5-mGAM,AC/PP-AF-mBHI,B5-e003Coalescence-Inoculumn-mBHI,False,mGAM,F5-AC/PP-AF-mBHI-mGAM,mBHI,AC/PP-AF,3,F5-e003Coalescence-mGAM-p3_S72,AC/PP-AF-mBHI-mGAM,False,1,F5-AC/PP-AF-mBHI-mGAM3
488,E9,E9-mBHI,AA-AC/PP-mGAM,A3-e003Coalescence-Inoculumn-mGAM,False,mBHI,E9-AA-AC/PP-mGAM-mBHI,mGAM,AA-AC/PP,7,E9-e003Coalescence-mBHI-p7_S102,AA-AC/PP-mGAM-mBHI,False,1,E9-AA-AC/PP-mGAM-mBHI7
489,E5,E5-mBHI,AA-AF-mBHI,A5-e003Coalescence-Inoculumn-mBHI,False,mBHI,E5-AA-AF-mBHI-mBHI,mBHI,AA-AF,5,E5-e003Coalescence-mBHI-p5_S4,AA-AF-mBHI-mBHI,False,1,E5-AA-AF-mBHI-mBHI5
490,F11,F11-mGAM,AC/PP-AF-mGAM,B5-e003Coalescence-Inoculumn-mGAM,False,mGAM,F11-AC/PP-AF-mGAM-mGAM,mGAM,AC/PP-AF,7,F111-e003Coalescence-mGAM-p7_S164,AC/PP-AF-mGAM-mGAM,False,1,F11-AC/PP-AF-mGAM-mGAM7
491,E11,E11-mBHI,AA-AF-mGAM,A5-e003Coalescence-Inoculumn-mGAM,False,mBHI,E11-AA-AF-mGAM-mBHI,mGAM,AA-AF,5,E111-e003Coalescence-mBHI-p5_S8,AA-AF-mGAM-mBHI,False,1,E11-AA-AF-mGAM-mBHI5
492,H10,H10-mBHI,AE-AF-mGAM,D4-e003Coalescence-Inoculumn-mGAM,False,mBHI,H10-AE-AF-mGAM-mBHI,mGAM,AE-AF,5,H100-e003Coalescence-mBHI-p5_S43,AE-AF-mGAM-mBHI,False,1,H10-AE-AF-mGAM-mBHI5
493,F2,F2-mGAM,AA-AC/PP-mBHI,B2-e003Coalescence-Inoculumn-mBHI,False,mGAM,F2-AA-AC/PP-mBHI-mGAM,mBHI,AA-AC/PP,5,F2-e003Coalescence-mGAM-p5_S61,AA-AC/PP-mBHI-mGAM,False,1,F2-AA-AC/PP-mBHI-mGAM5
494,F5,F5-mBHI,AC/PP-AF-mBHI,B5-e003Coalescence-Inoculumn-mBHI,False,mBHI,F5-AC/PP-AF-mBHI-mBHI,mBHI,AC/PP-AF,5,F5-e003Coalescence-mBHI-p5_S16,AC/PP-AF-mBHI-mBHI,False,1,F5-AC/PP-AF-mBHI-mBHI5
495,F8,F8-mGAM,AA-AC/PP-mGAM,B2-e003Coalescence-Inoculumn-mGAM,False,mGAM,F8-AA-AC/PP-mGAM-mGAM,mGAM,AA-AC/PP,5,F8-e003Coalescence-mGAM-p5_S65,AA-AC/PP-mGAM-mGAM,False,1,F8-AA-AC/PP-mGAM-mGAM5
496,H8,H8-mBHI,AA-AF-mGAM,D2-e003Coalescence-Inoculumn-mGAM,False,mBHI,H8-AA-AF-mGAM-mBHI,mGAM,AA-AF,7,H8-e003Coalescence-mBHI-p7_S137,AA-AF-mGAM-mBHI,False,1,H8-AA-AF-mGAM-mBHI7
497,G9,G9-mGAM,AC/PP-AE-mGAM,C3-e003Coalescence-Inoculumn-mGAM,False,mGAM,G9-AC/PP-AE-mGAM-mGAM,mGAM,AC/PP-AE,5,G9-e003Coalescence-mGAM-p5_S78,AC/PP-AE-mGAM-mGAM,False,1,G9-AC/PP-AE-mGAM-mGAM5
498,E2,E2-mBHI,AA-AA-mBHI,A2-e003Coalescence-mBHI-inoculumn-redo,False,mBHI,E2-AA-AA-mBHI-mBHI,mBHI,AA-AA,5,E2-e003Coalescence-mBHI-p5_S1,AA-AA-mBHI-mBHI,False,1,E2-AA-AA-mBHI-mBHI5
499,E2,E2-mBHI,AA-AA-mBHI,A2-e003Coalescence-mBHI-inoculumn-redo,False,mBHI,E2-AA-AA-mBHI-mBHI,mBHI,AA-AA,3,E2-e003Coalescence-mBHI-p3_S9,AA-AA-mBHI-mBHI,False,1,E2-AA-AA-mBHI-mBHI3
500,G8,G8-mGAM,AA-AE-mGAM,C2-e003Coalescence-Inoculumn-mGAM,False,mGAM,G8-AA-AE-mGAM-mGAM,mGAM,AA-AE,5,G8-e003Coalescence-mGAM-p5_S77,AA-AE-mGAM-mGAM,False,1,G8-AA-AE-mGAM-mGAM5
501,G3,G3-mBHI,AC/PP-AE-mBHI,C3-e003Coalescence-mBHI-inoculumn-redo,False,mBHI,G3-AC/PP-AE-mBHI-mBHI,mBHI,AC/PP-AE,3,G3-e003Coalescence-mBHI-p3_S34,AC/PP-AE-mBHI-mBHI,False,1,G3-AC/PP-AE-mBHI-mBHI3
502,G10,G10-mBHI,AE-AE-mGAM,C4-e003Coalescence-Inoculumn-mGAM,False,mBHI,G10-AE-AE-mGAM-mBHI,mGAM,AE-AE,5,G100-e003Coalescence-mBHI-p5_S31,AE-AE-mGAM-mBHI,False,1,G10-AE-AE-mGAM-mBHI5
503,F9,F9-mBHI,AC/PP-AC/PP-mGAM,B3-e003Coalescence-Inoculumn-mGAM,False,mBHI,F9-AC/PP-AC/PP-mGAM-mBHI,mGAM,AC/PP-AC/PP,3,F9-e003Coalescence-mBHI-p3_S118,AC/PP-AC/PP-mGAM-mBHI,False,1,F9-AC/PP-AC/PP-mGAM-mBHI3
504,E11,E11-mBHI,AA-AF-mGAM,A5-e003Coalescence-Inoculumn-mGAM,False,mBHI,E11-AA-AF-mGAM-mBHI,mGAM,AA-AF,3,E111-e003Coalescence-mBHI-p3_S108,AA-AF-mGAM-mBHI,False,1,E11-AA-AF-mGAM-mBHI3
505,F8,F8-mGAM,AA-AC/PP-mGAM,B2-e003Coalescence-Inoculumn-mGAM,False,mGAM,F8-AA-AC/PP-mGAM-mGAM,mGAM,AA-AC/PP,3,F8-e003Coalescence-mGAM-p3_S165,AA-AC/PP-mGAM-mGAM,False,1,F8-AA-AC/PP-mGAM-mGAM3
506,G3,G3-mBHI,AC/PP-AE-mBHI,C3-e003Coalescence-mBHI-inoculumn-redo,False,mBHI,G3-AC/PP-AE-mBHI-mBHI,mBHI,AC/PP-AE,5,G3-e003Coalescence-mBHI-p5_S26,AC/PP-AE-mBHI-mBHI,False,1,G3-AC/PP-AE-mBHI-mBHI5
507,G5,G5-mBHI,AE-AF-mBHI,C5-e003Coalescence-mBHI-inoculumn-redo,False,mBHI,G5-AE-AF-mBHI-mBHI,mBHI,AE-AF,5,G5-e003Coalescence-mBHI-p5_S28,AE-AF-mBHI-mBHI,False,1,G5-AE-AF-mBHI-mBHI5
508,H11,H11-mGAM,AF-AF-mGAM,D5-e003Coalescence-Inoculumn-mGAM,False,mGAM,H11-AF-AF-mGAM-mGAM,mGAM,AF-AF,5,H111-e003Coalescence-mGAM-p5_S92,AF-AF-mGAM-mGAM,False,1,H11-AF-AF-mGAM-mGAM5
509,G4,G4-mBHI,AE-AE-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo,False,mBHI,G4-AE-AE-mBHI-mBHI,mBHI,AE-AE,3,G4-e003Coalescence-mBHI-p3_S35,AE-AE-mBHI-mBHI,False,1,G4-AE-AE-mBHI-mBHI3
510,H9,H9-mGAM,AC/PP-AF-mGAM,D3-e003Coalescence-Inoculumn-mGAM,False,mGAM,H9-AC/PP-AF-mGAM-mGAM,mGAM,AC/PP-AF,5,H9-e003Coalescence-mGAM-p5_S90,AC/PP-AF-mGAM-mGAM,False,1,H9-AC/PP-AF-mGAM-mGAM5
511,H2,H2-mBHI,AA-AF-mBHI,D2-e003Coalescence-Inoculumn-mBHI,False,mBHI,H2-AA-AF-mBHI-mBHI,mBHI,AA-AF,3,H2-e003Coalescence-mBHI-p3_S45,AA-AF-mBHI-mBHI,False,1,H2-AA-AF-mBHI-mBHI3
513,E4,E4-mBHI,AA-AE-mBHI,A4-e003Coalescence-mBHI-inoculumn-redo,False,mBHI,E4-AA-AE-mBHI-mBHI,mBHI,AA-AE,5,E4-e003Coalescence-mBHI-p5_S3,AA-AE-mBHI-mBHI,False,1,E4-AA-AE-mBHI-mBHI5
514,H2,H2-mGAM,AA-AF-mBHI,D2-e003Coalescence-Inoculumn-mBHI,False,mGAM,H2-AA-AF-mBHI-mGAM,mBHI,AA-AF,3,H2-e003Coalescence-mGAM-p3_S93,AA-AF-mBHI-mGAM,False,1,H2-AA-AF-mBHI-mGAM3
515,E4,E4-mGAM,AA-AE-mBHI,A4-e003Coalescence-mBHI-inoculumn-redo,False,mGAM,E4-AA-AE-mBHI-mGAM,mBHI,AA-AE,5,E4-e003Coalescence-mGAM-p5_S51,AA-AE-mBHI-mGAM,False,1,E4-AA-AE-mBHI-mGAM5
516,G9,G9-mGAM,AC/PP-AE-mGAM,C3-e003Coalescence-Inoculumn-mGAM,False,mGAM,G9-AC/PP-AE-mGAM-mGAM,mGAM,AC/PP-AE,7,G9-e003Coalescence-mGAM-p7_S174,AC/PP-AE-mGAM-mGAM,False,1,G9-AC/PP-AE-mGAM-mGAM7
517,F2,F2-mBHI,AA-AC/PP-mBHI,B2-e003Coalescence-Inoculumn-mBHI,False,mBHI,F2-AA-AC/PP-mBHI-mBHI,mBHI,AA-AC/PP,3,F2-e003Coalescence-mBHI-p3_S21,AA-AC/PP-mBHI-mBHI,False,1,F2-AA-AC/PP-mBHI-mBHI3
519,G11,G11-mGAM,AE-AF-mGAM,C5-e003Coalescence-Inoculumn-mGAM,False,mGAM,G11-AE-AF-mGAM-mGAM,mGAM,AE-AF,3,G111-e003Coalescence-mGAM-p3_S180,AE-AF-mGAM-mGAM,False,1,G11-AE-AF-mGAM-mGAM3
520,G5,G5-mGAM,AE-AF-mBHI,C5-e003Coalescence-mBHI-inoculumn-redo,False,mGAM,G5-AE-AF-mBHI-mGAM,mBHI,AE-AF,3,G5-e003Coalescence-mGAM-p3_S84,AE-AF-mBHI-mGAM,False,1,G5-AE-AF-mBHI-mGAM3
